Fecha de la agresión,Tipo de agresión,Departamento,Presunto autor,Temas de cubrimiento relacionados,País
1/10/2019,Acoso,La Guajira,Desconocido,Sin especificar,Colombia
3/10/2019,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
3/10/2019,Acciones arbitrarias en plataformas digitales,Bogotá,Particular,Sin especificar,Colombia
4/10/2019,Agresión física,Bogotá,Particular,Sin especificar,Colombia
4/10/2019,Acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
4/10/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
6/10/2019,Acciones arbitrarias en plataformas digitales,Valle del Cauca,Particular,Sin especificar,Colombia
7/10/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
8/10/2019,Agresión física,Chocó,Particular,Sin especificar,Colombia
8/10/2019,Agresión física,Santander,Fuerza Pública,Sin especificar,Colombia
9/10/2019,Amenaza,Magdalena,Desconocido,Sin especificar,Colombia
10/10/2019,Obstrucción al trabajo periodístico,Bogotá,Desconocido,Sin especificar,Colombia
15/10/2019,Amenaza,Arauca,Desconocido,Sin especificar,Colombia
16/10/2019,Acoso Judicial,Cundinamarca,Político,Sin especificar,Colombia
16/10/2019,Acoso Judicial,Valle del Cauca,Particular,Sin especificar,Colombia
16/10/2019,Acoso,Caquetá,Desconocido,Sin especificar,Colombia
17/10/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
17/10/2019,Acceso a la información,Córdoba,Funcionario Público,Sin especificar,Colombia
17/10/2019,Otras,Valle del Cauca,Funcionario Público,Sin especificar,Colombia
18/10/2019,Acciones arbitrarias en plataformas digitales,Santander,Particular,Sin especificar,Colombia
21/10/2019,Acoso,Caquetá,Desconocido,Sin especificar,Colombia
21/10/2019,Acoso Judicial,Antioquia,Particular,Sin especificar,Colombia
21/10/2019,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
22/10/2019,Amenaza,Vichada,Desconocido,Sin especificar,Colombia
23/10/2019,Acoso Judicial,Bolívar,Funcionario Público,Sin especificar,Colombia
24/10/2019,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
24/10/2019,Acoso,Córdoba,Desconocido,Sin especificar,Colombia
26/10/2019,Agresión física,Córdoba,Particular,Sin especificar,Colombia
27/10/2019,Acciones arbitrarias en plataformas digitales,Nariño,Particular,Sin especificar,Colombia
27/10/2019,Acoso,Valle del Cauca,Desconocido,Sin especificar,Colombia
27/10/2019,Amenaza,Arauca,Fuerza Pública,Sin especificar,Colombia
27/10/2019,Agresión física,Arauca,Fuerza Pública,Sin especificar,Colombia
27/10/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
27/10/2019,Amenaza,La Guajira,Desconocido,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,Antioquia,Funcionario Público,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,Antioquia,Fuerza Pública,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,Arauca,Fuerza Pública,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,Cauca,Funcionario Público,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,La Guajira,Funcionario Público,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,La Guajira,Fuerza Pública,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,Norte de Santander,Fuerza Pública,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,Norte de Santander,Fuerza Pública,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,Norte de Santander,Fuerza Pública,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,Santander,Fuerza Pública,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,La Guajira,Funcionario Público,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,Tolima,Funcionario Público,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,Norte de Santander,Funcionario Público,Sin especificar,Colombia
27/10/2019,Obstrucción al trabajo periodístico,Guaviare,Funcionario Público,Sin especificar,Colombia
28/10/2019,Agresión física,Tolima,Desconocido,Sin especificar,Colombia
28/10/2019,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
28/10/2019,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
28/10/2019,Exilio,Valle del Cauca,Desconocido,Sin especificar,Colombia
28/10/2019,Acoso Judicial,Antioquia,Particular,Sin especificar,Colombia
29/10/2019,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
29/10/2019,Acoso Judicial,Caldas,Funcionario Público,Sin especificar,Colombia
31/10/2019,Obstrucción al acceso a la información,Risaralda,Funcionario Público,Sin especificar,Colombia
31/10/2019,Obstrucción al trabajo periodístico,Bogotá,Desconocido,Sin especificar,Colombia
31/10/2019,Obstrucción al trabajo periodístico,Bogotá,Fuerza Pública,Sin especificar,Colombia
31/10/2019,Obstrucción al trabajo periodístico,Bogotá,Fuerza Pública,Sin especificar,Colombia
31/10/2019,Obstrucción al trabajo periodístico,Bogotá,Desconocido,Sin especificar,Colombia
1/11/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
1/11/2019,Otras,Valle del Cauca,Funcionario Público,Sin especificar,Colombia
4/11/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
5/11/2019,Agresión física,Norte de Santander,Funcionario Público,Sin especificar,Colombia
5/11/2019,Otras,Bogotá,Particular,Sin especificar,Colombia
6/11/2019,Daño a la infraestructura,Bolívar,Desconocido,Sin especificar,Colombia
6/11/2019,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
6/11/2019,Otras,Bogotá,Particular,Sin especificar,Colombia
6/11/2019,Obstrucción al trabajo periodístico,Atlántico,Fuerza Pública,Sin especificar,Colombia
9/11/2019,Desplazamiento forzado,Cesar,Desconocido,Sin especificar,Colombia
9/11/2019,Amenaza,Cesar,Desconocido,Sin especificar,Colombia
9/11/2019,Acoso Judicial,Antioquia,Particular,Sin especificar,Colombia
9/11/2019,Acoso Judicial,Quindío,Funcionario Público,Sin especificar,Colombia
9/11/2019,Acoso,Valle del Cauca,Funcionario Público,Sin especificar,Colombia
12/11/2019,Desplazamiento forzado,Valle del Cauca,Desconocido,Sin especificar,Colombia
12/11/2019,Amenaza,Norte de Santander,Desconocido,Sin especificar,Colombia
13/11/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
15/11/2019,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
15/11/2019,Amenaza,La Guajira,Guerrilla,Sin especificar,Colombia
15/11/2019,Acciones arbitrarias en plataformas digitales,Bogotá,Fuerza Pública,Sin especificar,Colombia
18/11/2019,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
18/11/2019,Otras,Bogotá,Particular,Sin especificar,Colombia
18/11/2019,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
19/11/2019,Ciberataque,Bogotá,Desconocido,Sin especificar,Colombia
19/11/2019,Otras,Bogotá,Fuerza Pública,Sin especificar,Colombia
20/11/2019,Acciones arbitrarias en plataformas digitales,Bogotá,Particular,Sin especificar,Colombia
20/11/2019,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
20/11/2019,Acciones arbitrarias en plataformas digitales,Bogotá,Particular,Sin especificar,Colombia
20/11/2019,Acoso Judicial,Bogotá,Fuerza Pública,Sin especificar,Colombia
20/11/2019,Ciberataque,Bogotá,Desconocido,Sin especificar,Colombia
21/11/2019,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
21/11/2019,Acoso,Cesar,Desconocido,Sin especificar,Colombia
21/11/2019,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
21/11/2019,Detención ilegal y/o arbitraria,Antioquia,Fuerza Pública,Sin especificar,Colombia
21/11/2019,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
21/11/2019,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
21/11/2019,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
21/11/2019,Robo o eliminación del material periodístico,Bogotá,Desconocido,Sin especificar,Colombia
21/11/2019,Robo o eliminación del material periodístico,Bogotá,Desconocido,Sin especificar,Colombia
21/11/2019,Robo o eliminación del material periodístico,Valle del Cauca,Desconocido,Sin especificar,Colombia
22/11/2019,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
22/11/2019,Doxing,Bogotá,Desconocido,Sin especificar,Colombia
22/11/2019,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
22/11/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
22/11/2019,Detención ilegal y/o arbitraria,Bogotá,Fuerza Pública,Sin especificar,Colombia
22/11/2019,Acoso,Bogotá,Fuerza Pública,Sin especificar,Colombia
22/11/2019,Agresión física,Caldas,Fuerza Pública,Sin especificar,Colombia
22/11/2019,Agresión física,Cauca,Fuerza Pública,Sin especificar,Colombia
22/11/2019,Detención ilegal y/o arbitraria,Cundinamarca,Fuerza Pública,Sin especificar,Colombia
22/11/2019,Robo o eliminación del material periodístico,Bogotá,Desconocido,Sin especificar,Colombia
22/11/2019,Robo o eliminación del material periodístico,Bogotá,Particular,Sin especificar,Colombia
22/11/2019,Detención ilegal y/o arbitraria,Bogotá,Fuerza Pública,Sin especificar,Colombia
22/11/2019,Robo o eliminación del material periodístico,Bogotá,Fuerza Pública,Sin especificar,Colombia
23/11/2019,Desplazamiento forzado,Valle del Cauca,Desconocido,Sin especificar,Colombia
23/11/2019,Obstrucción al trabajo periodístico,Bogotá,Fuerza Pública,Sin especificar,Colombia
23/11/2019,Obstrucción al trabajo periodístico,Caldas,Desconocido,Sin especificar,Colombia
23/11/2019,Obstrucción al trabajo periodístico,Antioquia,Particular,Sin especificar,Colombia
24/11/2019,Amenaza,Córdoba,Particular,Sin especificar,Colombia
24/11/2019,Obstrucción al trabajo periodístico,Bogotá,Particular,Sin especificar,Colombia
25/11/2019,Acoso Judicial,Santander,Funcionario Público,Sin especificar,Colombia
26/11/2019,Amenaza,Putumayo,Desconocido,Sin especificar,Colombia
26/11/2019,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
26/11/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
26/11/2019,Obstrucción al trabajo periodístico,Bogotá,Particular,Sin especificar,Colombia
26/11/2019,Obstrucción al trabajo periodístico,Risaralda,Particular,Sin especificar,Colombia
27/11/2019,Amenaza,Bogotá,Paramilitares,Sin especificar,Colombia
27/11/2019,Exilio,Valle del Cauca,Desconocido,Sin especificar,Colombia
27/11/2019,Amenaza,Santander,Desconocido,Sin especificar,Colombia
29/11/2019,Detención ilegal y/o arbitraria,Atlántico,Fuerza Pública,Sin especificar,Colombia
1/12/2019,Acoso Judicial,Huila,Funcionario Público,Sin especificar,Colombia
2/12/2019,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
2/12/2019,Desplazamiento forzado,Putumayo,Desconocido,Sin especificar,Colombia
3/12/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
3/12/2019,Acoso Judicial,Quindío,Funcionario Público,Sin especificar,Colombia
4/12/2019,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
4/12/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
4/12/2019,Obstrucción al trabajo periodístico,Bogotá,Particular,Sin especificar,Colombia
6/12/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
6/12/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
6/12/2019,Detención ilegal y/o arbitraria,Antioquia,Fuerza Pública,Sin especificar,Colombia
7/12/2019,Detención ilegal y/o arbitraria,Bogotá,Fuerza Pública,Sin especificar,Colombia
9/12/2019,Amenaza,Caquetá,Particular,Sin especificar,Colombia
10/12/2019,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
10/12/2019,Obstrucción al trabajo periodístico,Bogotá,Fuerza Pública,Sin especificar,Colombia
10/12/2019,Obstrucción al trabajo periodístico,Atlántico,Particular,Sin especificar,Colombia
12/12/2019,Ciberataque,Valle del Cauca,Desconocido,Sin especificar,Colombia
13/12/2019,Obstrucción al acceso a la información,Bogotá,Fuerza Pública,Sin especificar,Colombia
15/12/2019,Amenaza,La Guajira,,Sin especificar,Colombia
15/12/2019,Secuestro,Antioquia,Bandas Criminales,Sin especificar,Colombia
18/12/2019,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
19/12/2019,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
19/12/2019,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
20/12/2019,Amenaza,La Guajira,Bandas Criminales,Sin especificar,Colombia
21/12/2019,Amenaza,Arauca,Guerrilla,Sin especificar,Colombia
22/12/2019,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
24/12/2019,Acoso,Bogotá,Particular,Sin especificar,Colombia
27/12/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
29/12/2019,Amenaza,Huila,Desconocido,Sin especificar,Colombia
29/12/2019,Amenaza,Huila,Funcionario Público,Sin especificar,Colombia
30/12/2019,Otras,Bogotá,Particular,Sin especificar,Colombia
31/12/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
2/01/2020,Acceso a la información,Bogotá,Fuerza Pública,Emisoras de la fuerza pública,Colombia
3/01/2020,Obstrucción al trabajo periodístico,Cundinamarca,Fuerza Pública,Abuso policial,Colombia
6/01/2020,Acciones arbitrarias en redes sociales,Bogotá,Particular,Política,Colombia
7/01/2020,Hostigamiento,Bogotá,Desconocido,Bandas criminales,Colombia
9/01/2020,Estigmatización,Magdalena,Funcionario Público,Violencia sexual,Colombia
10/01/2020,Acceso a la información,Norte de Santander,Funcionario Público,Licencias ambientales,Colombia
10/01/2020,Hostigamiento,Risaralda,Desconocido,Corrupción,Colombia
11/01/2020,Amenaza,Huila,Desconocido,Corrupción,Colombia
11/01/2020,Amenaza,Bogotá,Desconocido,Interceptación ilegal por parte del Ejército Nacional,Colombia
11/01/2020,Espionaje o Invasión,Bogotá,Fuerza Pública,Interceptación ilegal por parte del Ejército Nacional,Colombia
13/01/2020,Amenaza,Bogotá,Fuerza Pública,Corrupción,Colombia
13/01/2020,Acoso Judicial,Putumayo,Particular,Orden público,Colombia
16/01/2020,Obstrucción al trabajo periodístico,Bogotá,Particular,Manifestaciones,Colombia
17/01/2020,Hostigamiento,Valle del Cauca,Desconocido,Corrupción,Colombia
17/01/2020,Daño a la infraestructura,Huila,Desconocido,Denuncia ciudadana,Colombia
17/01/2020,Hostigamiento,Putumayo,Desconocido,Derechos Humanos,Colombia
19/01/2020,Amenaza,Bogotá,Desconocido,Manifestaciones,Colombia
20/01/2020,Amenaza,Huila,Desconocido,Denuncia ciudadana,Colombia
20/01/2020,Acceso a la información,Bogotá,Funcionario Público,Migración de venezolanos,Colombia
21/01/2020,Agresión,Bogotá,Fuerza Pública,Manifestaciones,Colombia
21/01/2020,Agresión,Bogotá,Fuerza Pública,Manifestaciones,Colombia
21/01/2020,Agresión,Bogotá,Fuerza Pública,Manifestaciones,Colombia
21/01/2020,Obstrucción al trabajo periodístico,Antioquia,Desconocido,Manifestaciones,Colombia
24/01/2020,Amenaza,Antioquia,Bandas Criminales,Orden público,Colombia
24/01/2020,Hostigamiento,Bogotá,Desconocido,Corrupción,Colombia
26/01/2020,Amenaza,Atlántico,Desconocido,Corrupción,Colombia
26/01/2020,Amenaza,Cundinamarca,Particular,Corrupción,Colombia
27/01/2020,Agresión,Cundinamarca,Fuerza Pública,Operativos policiales,Colombia
29/01/2020,Acceso a la información,Boyacá,Funcionario Público,,Colombia
30/01/2020,Amenaza,Cauca,Particular,Movilidad,Colombia
30/01/2020,Obstrucción al trabajo periodístico,Magdalena,Fuerza Pública,Orden público,Colombia
1/02/2020,Amenaza,Córdoba,Paramilitares,Orden público,Colombia
1/02/2020,Amenaza,Bogotá,Desconocido,Política,Colombia
3/02/2020,Hostigamiento,Córdoba,Desconocido,Orden público,Colombia
4/02/2020,Amenaza,Norte de Santander,Bandas Criminales,Salud,Colombia
5/02/2020,Amenaza,Bogotá,Bandas Criminales,Conflicto armado,Colombia
5/02/2020,Amenaza,Córdoba,Bandas Criminales,Orden público,Colombia
7/02/2020,Amenaza,Magdalena,Particular,Judicial,Colombia
7/02/2020,Otras,Meta,Funcionario Público,Política,Colombia
10/02/2020,Exilio,La Guajira,Guerrilla,Asesinato,Colombia
10/02/2020,Amenaza,Arauca,Desconocido,Microtráfico,Colombia
12/02/2020,Otras,Tolima,Funcionario Público,Administración local,Colombia
13/02/2020,Acoso Judicial,Antioquia,Funcionario Público,Corrupción,Colombia
15/02/2020,Hostigamiento,Norte de Santander,Guerrilla,Orden público,Colombia
17/02/2020,Ciberataque,Bogotá,Desconocido,Líderes sociales,Colombia
17/02/2020,Amenaza,Cauca,Desconocido,Corrupción,Colombia
18/02/2020,Estigmatización,Magdalena,Funcionario Público,Corrupción,Colombia
18/02/2020,Obstrucción al trabajo periodístico,Valle del Cauca,Funcionario Público,Acceso a información,Colombia
22/02/2020,Amenaza,Córdoba,Desconocido,Orden público,Colombia
24/02/2020,Hostigamiento,Bogotá,Desconocido,Orden público,Colombia
25/02/2020,Acoso Judicial,Bogotá,Particular,Corrupción,Colombia
25/02/2020,Estigmatización,Huila,Funcionario Público,Corrupción,Colombia
4/03/2020,Amenaza,Valle del Cauca,Desconocido,Corrupción,Colombia
5/03/2020,Acoso Judicial,Huila,Funcionario Público,Administración local,Colombia
6/03/2020,Solicitud remoción bloqueo de contenidos,Caldas,Particular,Corrupción,Colombia
7/03/2020,Ciberataque,Bogotá,Desconocido,Corrupción,Colombia
7/03/2020,Hostigamiento,Bogotá,Desconocido,Corrupción,Colombia
9/03/2020,Hostigamiento,Bogotá,Desconocido,Corrupción,Colombia
9/03/2020,Hostigamiento,Cesar,Desconocido,Corrupción,Colombia
9/03/2020,Amenaza,Cauca,Desconocido,Salud,Colombia
10/03/2020,Otras,Bogotá,Fuerza Pública,Política,Colombia
12/03/2020,Hostigamiento,Bogotá,Desconocido,Corrupción,Colombia
12/03/2020,Obstrucción al acceso a la información,Bogotá,Particular,Hojas de vida de rectores universitarios,Colombia
